iter	Logloss
233	0.009844248278
234	0.009822214051
235	0.009813761082
236	0.009801410334
237	0.00977633912
238	0.009758433817
239	0.009743799471
240	0.0097272868
241	0.009709132728
242	0.009701167243
243	0.009687006387
244	0.009673773866
245	0.009658714524
246	0.009643128976
247	0.00962970718
248	0.009616001485
249	0.009597529517
250	0.009585564088
251	0.009574832429
252	0.009549909782
253	0.00954133678
254	0.009519333885
255	0.009502606929
256	0.009483174139
257	0.009470507032
258	0.009459812045
259	0.009450490636
260	0.00943438011
261	0.009419723445
262	0.00940663205
263	0.009384468217
264	0.009372362887
265	0.009354112667
266	0.009339983657
267	0.009329356414
268	0.009296576692
269	0.009278034269
270	0.009262631851
271	0.009247431575
272	0.009232739372
273	0.009224949639
274	0.009215857975
275	0.009192644412
276	0.009186020173
277	0.009176005089
278	0.009164796993
279	0.009150060251
280	0.009135486856
281	0.009111015721
282	0.009105758747
283	0.009094388666
284	0.009085850987
285	0.009075192115
286	0.00905417729
287	0.00904127759
288	0.009021625344
289	0.009001535207
290	0.008983262931
291	0.008955356544
292	0.008946806734
293	0.008927288444
294	0.008913567573
295	0.008896311009
296	0.008882727421
297	0.008867822304
298	0.008862787759
299	0.008846964197
300	0.008820655584
301	0.008810965599
302	0.008795520329
303	0.008785102626
304	0.008771072465
305	0.008754811022
306	0.008740793706
307	0.008731610478
308	0.008723442253
309	0.008706822692
310	0.008693715461
311	0.008677132803
312	0.008658474597
313	0.008644773164
314	0.0086341959
315	0.008620492126
316	0.008606340095
317	0.008597543973
318	0.008584762845
319	0.008568626451
320	0.008544464737
321	0.008537127488
322	0.008525224676
323	0.00850856752
324	0.00849444771
325	0.008482796106
326	0.008473348594
327	0.008460217442
328	0.008444473284
329	0.008423351756
330	0.008415441868
331	0.008407238992
332	0.008390934247
333	0.008373998563
334	0.008359745262
335	0.008345612855
336	0.008334690983
337	0.008323678825
338	0.008319039269
339	0.008313234444
340	0.00829947186
341	0.008288069454
342	0.008275384022
343	0.00825222131
344	0.008241429378
345	0.008219336312
346	0.008213567294
347	0.008196698861
348	0.008183214454
349	0.008163166069
350	0.008150785352
351	0.008140962501
352	0.008119626906
353	0.008105790594
354	0.008098929739
355	0.008085734076
356	0.008077256134
357	0.00806316568
358	0.008049734707
359	0.00804249581
360	0.008025632388
361	0.008015333361
362	0.008002140183
363	0.007981069288
364	0.007969433183
365	0.007955568626
366	0.007947843845
367	0.00793511286
368	0.007914957866
369	0.007903700411
370	0.007891758716
371	0.007881003095
372	0.007873278113
373	0.007861153927
374	0.007851235502
375	0.007837092388
376	0.007824703048
377	0.007811784475
378	0.00779969666
379	0.007785808346
380	0.007772727372
381	0.007761792324
382	0.007746722261
383	0.007739706723
384	0.007725782261
385	0.007716535652
386	0.007701423556
387	0.007685496661
388	0.007674363032
389	0.007663751188
390	0.007654502246
391	0.007641777146
392	0.007635765992
393	0.007622795975
394	0.007591625567
395	0.00758722034
396	0.007579520435
397	0.007570776453
398	0.007559720731
399	0.007555648382
400	0.007549157659
401	0.007538972478
402	0.007532502387
403	0.007517634951
404	0.0074928215
405	0.007482863823
406	0.007470284469
407	0.00746174521
408	0.007456493279
409	0.007440685702
410	0.007436062805
411	0.007427473354
412	0.007414965819
413	0.007403654928
414	0.007395275403
415	0.007386294168
416	0.007379599823
417	0.007373479508
418	0.00736409892
419	0.007359118696
420	0.007347947787
421	0.007340031061
422	0.007332082568
423	0.007317103391
424	0.007305680961
425	0.00729694254
426	0.007287151288
427	0.00728117508
428	0.007265363188
429	0.007254863818
430	0.007240301097
431	0.007232963077
432	0.007225925314
433	0.007212976755
434	0.007187473971
435	0.007176868722
436	0.007163104604
437	0.007152747759
438	0.007131731753
439	0.007114643909
440	0.007104639237
441	0.007093305254
442	0.007084122996
443	0.007079368121
444	0.007069001172
445	0.007052379617
446	0.007045573828
447	0.007036722387
448	0.007028145528
449	0.007016487486
450	0.007005243994
451	0.006994709705
452	0.006975010068
453	0.006958854867
454	0.006941767075
455	0.006922956522
456	0.006908476616
457	0.006896152131
458	0.006882884256
459	0.006868198619
460	0.006860817349
461	0.006850269633
462	0.006844175893
463	0.006836637066
464	0.006827399519
465	0.006820690862
466	0.00681056139
467	0.00679286538
468	0.006767696946
469	0.006757859755
470	0.006745951724
471	0.006733567136
472	0.006722798943
473	0.006702206539
474	0.006692908985
475	0.00667914291
476	0.006675872191
477	0.006672702866
478	0.006660280216
479	0.006654449158
480	0.006644653884
481	0.00663486507
482	0.006624435025
483	0.006606349182
484	0.006598239424
485	0.006595784594
486	0.006584323265
487	0.006572302185
488	0.006565328173
489	0.006546247439
490	0.00653772865
491	0.006524615306
492	0.006511465968
493	0.006503426376
494	0.006495363895
495	0.006491536084
496	0.006474594366
497	0.006461964356
498	0.006449875358
499	0.006444348973
500	0.006427127454
501	0.0064171658
502	0.006394892471
503	0.006386948119
504	0.006377284834
505	0.006368494898
506	0.006354296387
507	0.00634402399
508	0.006331756687
509	0.006318748384
510	0.006309712873
511	0.006301731567
512	0.00628838112
513	0.006272405504
514	0.006264755067
515	0.0062512406
516	0.006244358441
517	0.006232642146
518	0.00621765252
519	0.006207637265
520	0.006186518255
521	0.006176522972
